Koord E,Koord N,lon,lat,Nr
2683050,1243814,8.537576085819396,47.339954477988854,9.99001E+13
2683051,1247580,8.538287605174329,47.37382357484905,9.99E+13
2683055,1247571,8.538338891559127,47.37374213,9.99001E+13
2683055,1247532,8.538331655,47.37339139,9.99001E+13
2683071,1248710,8.538762134630122,47.383983550358984,9.99001E+13
2683072,1247384,8.538529252,47.37205822598193,9.99001E+13
2683076,1249556,8.538985437209309,47.39159128111276,9.99001E+13
2683079,1246604,8.538477183562735,47.36504250059058,9.99001E+13
2683080,1247337,8.538626438831228,47.37163452859584,9.99001E+13
2683084,1247639,8.538735445787344,47.37435002381691,9.99001E+13
2683109,1247232,8.538990863087697,47.37068656681655,9.99001E+13
2683114,1247193,8.539049814004924,47.37033519430616,9.99E+13
2683119,1247778,8.539224629872088,47.37559568819775,9.99001E+13
2683123,1246643,8.539066846654885,47.3653877,9.99001E+13
2683142,1247091,8.539401541000322,47.36941433713586,9.99001E+13
2683145,1247649,8.539544894681777,47.37443226333528,9.99001E+13
2683146,1247055,8.539447807062443,47.36909007060695,9.99001E+13
2683167,1246992,8.5397141,47.36852083740434,9.99001E+13
2683187,1247660,8.540102986314542,47.37452588946902,9.99001E+13
2683193,1246883,8.540038027683964,47.36753727646219,9.99E+13
2683211,1248021,8.540487842215699,47.37776946372704,9.99001E+13
2683213,1248306,8.540567314150957,47.380332317699356,9.99001E+13
2683256,1246741,8.540845586088764,47.36625225923016,9.99001E+13
2683274,1247926,8.541304289522891,47.376907135334335,9.99001E+13
2683291,1247699,8.541487124609993,47.37486349310376,9.99001E+13
2683299,1246755,8.541417389634134,47.36637273308665,9.99001E+13
2683313,1253670,8.5428909,47.42855964605088,9.99001E+13
2683315,1247640,8.541793886559821,47.37432985,9.99001E+13
2683321,1247779,8.541899196432288,47.37557916948834,9.99001E+13
2683324,1248009,8.541981733440835,47.377647263098375,9.99001E+13
2683333,1248423,8.542177983626495,47.38136937,9.99001E+13
2683340,1253208,8.543162534986859,47.424401361477386,9.99001E+13
2683340,1246813,8.541970911,47.36688916609148,9.99001E+13
2683349,1248144,8.542337875535758,47.378858204129514,9.99001E+13
2683349,1246776,8.54208316,47.36655527255592,9.99001E+13
2683349,1246773,8.542082601084823,47.36652829239165,9.99001E+13
2683398,1247355,8.542839642,47.371756240522174,9.99001E+13
2683399,1247550,8.542889210056245,47.37350982114776,9.99E+13
2683405,1247601,8.542978146717033,47.37396772345025,9.99001E+13
2683413,1247261,8.543020704898668,47.37090896486252,9.99001E+13
2683415,1247247,8.543044573,47.37078280445338,9.99001E+13
2683419,1247907,8.543220523601402,47.376717920099246,9.99E+13
2683421,1247696,8.543207677331383,47.37482006772076,9.99001E+13
2683422,1247686,8.543219052906109,47.37473000748172,9.99E+13
2683448,1247888,8.543600934823896,47.37654337419094,9.99001E+13
2683449,1247095,8.543466342411872,47.369411506606035,9.99001E+13
2683453,1247838,8.543657811,47.37609307300299,9.99001E+13
2683459,1251761,8.544469239568791,47.41137306678018,9.99001E+13
2683460,1251709,8.544472778826975,47.41090529051033,9.99001E+13
2683469,1247695,8.543842977708408,47.37480499576603,9.99001E+13
2683501,1250078,8.544711364675218,47.39623205155099,9.99E+13
2683515,1246838,8.544292108362074,47.36709185,9.99001E+13
2683521,1252030,8.545340905866864,47.41378439118426,9.99001E+13
2683541,1246777,8.544624899,47.36653996,9.99E+13
2683542,1247617,8.544794888969536,47.37409426229359,9.99001E+13
2683559,1251725,8.545787349576273,47.41103662743175,9.99001E+13
2683566,1246753,8.544951350749377,47.36632094453414,9.99001E+13
2683567,1251966,8.545938393623118,47.41320298665961,9.99001E+13
2683571,1246755,8.54501791,47.366338297277466,9.99001E+13
2683575,1246884,8.545094938012602,47.367497936333336,9.99001E+13
2683578,1246757,8.545110943731823,47.36635539634655,9.99001E+13
2683586,1252464,8.546283261107423,47.41767921102571,9.99001E+13
2683615,1251857,8.546553947572695,47.41221662858429,9.99001E+13
2683638,1247666,8.546075000661174,47.37452276,9.99001E+13
2683668,1248244,8.546580228953827,47.37971710762456,9.99001E+13
2683696,1247493,8.546810529,47.37295954,9.99001E+13
2683701,1246461,8.546683788297196,47.36367774419332,9.99001E+13
2683711,1252655,8.547975286069617,47.41938103764334,9.99001E+13
2683761,1253585,8.548812158,47.42773837,9.99001E+13
2683770,1251328,8.548508347,47.407439494790644,9.99001E+13
2683772,1246143,8.547564094442388,47.36080882509631,9.99001E+13
2683787,1253187,8.549082076641648,47.424155764364436,9.99001E+13
2683788,1246771,8.547893374769636,47.36645463810022,9.99001E+13
2683788,1252062,8.548884385181282,47.41403825334355,9.99001E+13
2683808,1252878,8.549302398762116,47.42137418663876,9.99001E+13
2683808,1246613,8.548128545835867,47.36503114092111,9.99001E+13
2683814,1246782,8.548239601596281,47.36655025914497,9.99001E+13
2683817,1246745,8.548272387013887,47.366217122600844,9.99E+13
2683819,1246533,8.548259176,47.364310271358534,9.99001E+13
2683822,1247896,8.548554090824664,47.37656784919746,9.99001E+13
2683838,1246790,8.548558793393473,47.366619153449086,9.99001E+13
2683839,1251803,8.549511504866544,47.41170251061236,9.99001E+13
2683851,1246748,8.548723012261528,47.36623977766893,9.99001E+13
2683860,1246727,8.548838214,47.366049771562345,9.99001E+13
2683861,1247177,8.548935739293896,47.370096662089395,9.99001E+13
2683869,1252917,8.550118022681941,47.42171715420797,9.99E+13
2683897,1246022,8.549195903970821,47.35970472499934,9.99001E+13
2683902,1246464,8.549344892380178,47.36367916670218,9.99001E+13
2683903,1251679,8.550336131270049,47.41057919576186,9.99001E+13
2683915,1247670,8.549743014904966,47.37452351439963,9.99001E+13
2683919,1245949,8.549473407,47.359045406422574,9.99001E+13
2683960,1246439,8.550107923439548,47.363446945874486,9.99001E+13
2683963,1245851,8.550037391904203,47.358158450002286,9.99001E+13
2683966,1252130,8.551255490779317,47.41462712,9.99001E+13
2683967,1252076,8.551258595,47.41414135642815,9.99E+13
2684005,1246298,8.550677113879727,47.36217314,9.99E+13
2684006,1251681,8.551701070225928,47.41058405018289,9.99001E+13
2684015,1246695,8.550883961741501,47.365742242032894,9.99001E+13
2684021,1253155,8.552176924744685,47.42383816,9.99001E+13
2684061,1246499,8.55145607,47.36397367,9.99001E+13
2684072,1246177,8.55154122,47.36107640169532,9.99001E+13
2684097,1252073,8.552980409343274,47.41409778583547,9.99001E+13
2684119,1247158,8.552347602923858,47.36989290510789,9.99E+13
2684161,1251409,8.553703328649322,47.40811809390596,9.99001E+13
2684176,1251211,8.553864760818024,47.40633551202331,9.99001E+13
2684184,1246856,8.553151290966348,47.36716860858687,9.99001E+13
2684284,1252691,8.555574536787764,47.41963168896682,9.99001E+13
2684617,1250972,8.559661502518212,47.40412960732731,9.99E+13
2684628,1245336,8.558741454050091,47.35344180769526,9.99001E+13
2684706,1245091,8.559727377124444,47.35122840677773,9.99001E+13
2684733,1247731,8.560584224445615,47.37496742711245,9.99E+13
2684777,1244986,8.56064708,47.35027497,9.99E+13
2684872,1246360,8.562164583,47.36261965658538,9.99001E+13
2684936,1245516,8.562851641,47.355021,9.99001E+13
2685081,1248141,8.565269438849734,47.378609846541934,9.99E+13
2685317,1246387,8.568059844432451,47.36280502175775,9.99001E+13
2685320,1252323,8.569231686223866,47.41618874877642,9.99001E+13
2685366,1246094,8.568652568271427,47.36016362286021,9.99001E+13
2685405,1250900,8.570086019404927,47.403380374309855,9.99001E+13
2685616,1246183,8.571978482811792,47.36093160409291,9.99001E+13
2685832,1245506,8.574707671593195,47.35481501,9.99001E+13
2686118,1245919,8.578572076037153,47.35849195891107,9.99001E+13
2686563,1250608,8.585368718,47.40060316,9.99001E+13
2686780,1250693,8.588259512616624,47.40133902878117,9.99001E+13
2687008,1250881,8.591316135776058,47.402999669324345,9.99E+13
2687022,1250538,8.591434828,47.39991315,9.99001E+13
2687220,1250648,8.594078878893594,47.400876209682934,9.99001E+13
