x,y,lat,lon,id
2684200.949479544,1248217.7683016916,47.37941330355152,8.553631812881294,0000
2684169.690149495,1245414.0904065524,47.35420278619558,8.552690865,0001
2684124.7787954286,1245558.898681834,47.35551083858614,8.552123696518183,0002
2684705.069197633,1245080.381773302,47.35113303241371,8.559713052,0003
2684118.809442768,1249244.383386332,47.38865647649207,8.552737244246593,0004
2684145.715,1249114.0314357425,47.38748074467149,8.553069028016425,0005
2683926.641848687,1248863.8337462794,47.38525858280007,8.550121033231003,0006
2683942.7180845244,1248767.620009183,47.38439125324086,8.550315862408683,0007
2684151.063967416,1248228.3689436195,47.37951501197525,8.552973301,0008
2684137.2702045934,1248545.0843336578,47.382365099949396,8.552850212640095,0009
2683889.8609543983,1246724.0046298192,47.36601903267492,8.549232925350577,0010
2685819.9815272167,1245272.3980310317,47.35271570288653,8.574503861614826,0011
2685951.107909386,1245264.735236375,47.35262970400642,8.576237683644447,0012
2686406.036701852,1245632.113,47.35587418746216,8.582328941798618,0013
2686127.4931525425,1245413.8040954384,47.35394731200269,8.578600576138008,0014
2685923.6219202094,1245448.2828600316,47.35428399861622,8.575909148636772,0015
2685951.5303944773,1245305.3335503505,47.35299476453391,8.576251064320738,0016
2684473.192989903,1247963.816042738,47.37709457871297,8.557188497922779,0017
2684320.787631517,1247286.4267518013,47.37102210367126,8.555043068798996,0018
2684782.053227594,1246970.3033462905,47.36811991124453,8.561089586,0019
2684850.519042677,1246778.2336939697,47.36638375,8.561959508767305,0020
2684334.8231533035,1246900.611541866,47.36755053278472,8.555156198,0021
2684295.8352155136,1246277.7300292111,47.36195371547738,8.554522834222096,0022
2683886.1368505773,1246806.023212668,47.36675713074528,8.549198995344563,0023
2684083.0253122007,1249479.4514842678,47.390775084642854,8.552307547476069,0024
2684583.597469944,1247077.2373859535,47.36910710894271,8.558482708553683,0025
2684845.8342521084,1246012.3966601577,47.359496899875154,8.561752390147886,0026
2684963.234428508,1245976.657737031,47.359160363219594,8.563299454866252,0027
2684599.6307021445,1245685.628729669,47.35658979765954,8.558432048858005,0028
2685165.9687444638,1245880.259307413,47.35826725163088,8.565964387,0029
2685633.4580930914,1246065.8965964448,47.35987618352749,8.572187162556054,0030
2685487.5896925232,1245780.4317652176,47.35732783040775,8.570202028311842,0031
2687697.7546514035,1246548.274051216,47.36394291257917,8.599603545,0032
2687927.5988190174,1245629.1718176063,47.355646519887735,8.602465414633937,0033
2687035.6840229044,1245672.9660749352,47.35615875240055,8.590669939831473,0034
2687310.934308762,1246109.786502661,47.36005081712538,8.59439791,0035
2687470.473416812,1246007.952720672,47.35911383978675,8.596489601799458,0036
2687297.5732350717,1246175.1263553377,47.360640209060946,8.594233806024807,0037
2687196.7011090326,1246060.7881594154,47.359625282130274,8.592876433917498,0038
2687531.1296127294,1246431.5833269667,47.36291562903124,8.597375206098551,0039
2687802.901815569,1246243.818890328,47.36119085543414,8.600935624408057,0040
2687595.9565331046,1245934.900760635,47.35844019528001,8.598136117050684,0041
2683882.347899564,1247383.004988572,47.37194662294646,8.549256945885565,0042
2686250.2018789337,1249143.1286071232,47.38747025014366,8.580943028159377,0043
2685870.041368479,1247380.298298478,47.37166625809114,8.575570543871459,0044
2685994.541467254,1247711.364750989,47.374627406276005,8.577282333957776,0045
2686790.5519104614,1247511.1709715812,47.372722637144825,8.587782022140214,0046
2684223.1491612038,1246435.5127550086,47.36338200793296,8.553590431,0047
2686052.092566978,1248347.5595219096,47.380341382437535,8.578166586894776,0048
2685786.693119727,1248653.7014109865,47.38312922,8.574711227892156,0049
2685974.8732051207,1248715.5130474372,47.38366057552303,8.577214852,0050
2685857.456573493,1248595.0838410154,47.38259283362859,8.575636980478327,0051
2685906.468501677,1248767.8572154378,47.38414024483925,8.576319126312589,0052
2687020.063315312,1245779.829235003,47.35712187101909,8.590483968666508,0053
2684454.0313383075,1245580.814,47.35566583025685,8.556485315,0054
2685542.9062346835,1248476.4129894471,47.38156650857247,8.571449278,0055
2684448.8695143145,1246498.6004210922,47.363920494853744,8.556590061624794,0056
2684968.939239736,1246225.4302733303,47.36139693131894,8.563422159490624,0057
2684954.7879616166,1246275.4935651564,47.36184899309335,8.563244351556687,0058
2684746.752563457,1246277.281456157,47.361891855048256,8.560491123820565,0059
2684857.9867316326,1246496.9591740246,47.36385318477322,8.562005053959277,0060
2685172.2112578726,1246591.081930159,47.36465913049003,8.566182199592125,0061
2684329.3927853447,1245710.0869027046,47.35684438859248,8.554860122,0062
2684071.596,1245662.4216254505,47.35644865,8.551439277666143,0063
2684041.633782288,1246002.862657961,47.35951418933692,8.551106618,0064
2684059.8926440054,1246078.5019590673,47.36019211476623,8.55136248,0065
2683970.5175130977,1245946.5849776757,47.35901712595008,8.550154808170115,0066
2684594.931898073,1245474.9841637583,47.35469599177687,8.558330079029796,0067
2684481.0441431827,1245485.9347254036,47.35480908055885,8.556824922099693,0068
2684356.6444933414,1245467.9190448308,47.35466299008293,8.555175186,0069
2685881.1195921176,1245945.616868782,47.35876224147898,8.575442026220331,0070
2686290.2091092817,1246045.5,47.35960709,8.580875664575139,0071
2686711.5938932304,1246063.1082995215,47.35971014813088,8.586456280692266,0072
2686158.5571232173,1246121.372248166,47.36030666228845,8.579147788869976,0073
2686819.5275300564,1245902.1544327298,47.35824842764996,8.587853628964783,0074
2686141.6200134973,1245980.4134029923,47.35904118448745,8.578896503020355,0075
2686444.9167382126,1246089.1225228338,47.35997913341376,8.582931707371934,0076
2683982.1139646303,1246328.055,47.36244636004435,8.550379827,0077
2684118.058041601,1246242.3771321727,47.361658486823075,8.552163118553025,0078
2684077.2196144587,1246084.2757574974,47.36024183073506,8.551592898,0079
2684149.4649490216,1246192.647226915,47.36120723748357,8.552569476402605,0080
2684892.373807733,1247323.632766254,47.37128332272706,8.562616965243302,0081
2685087.422637694,1247223.1251790377,47.370354267483975,8.565179992,0082
2685730.280747581,1246353.2879335186,47.36244820788357,8.573523678346506,0083
2684397.751794661,1249004.1044038476,47.38645989561024,8.556385871880934,0084
2684681.299587712,1248964.6710004972,47.386068872037306,8.560133195,0085
2685198.5967351343,1247244.875428905,47.370535510495365,8.566655870327036,0086
2688653.5524490406,1246489.9439846966,47.36329045280849,8.612243354171483,0087
2687947.610884994,1245594.8042365056,47.35533477146173,8.602723514,0088
2687948.5185257387,1246631.4810358605,47.364657800539824,8.602939114289748,0089
2688675.1431551585,1246377.8075540497,47.362279073722874,8.612506928338938,0090
2688728.131051528,1246397.5388669411,47.362449391310996,8.613212186952191,0091
2688604.311230611,1246383.0004878906,47.362335301857875,8.611570422662743,0092
2684817.5093395864,1245999.5957364284,47.35938542196791,8.561375072620462,0093
2685113.738924295,1247850.5339438692,47.37599336393105,8.56564767,0094
2685218.479144949,1248337.8613188632,47.38036251,8.567127176739396,0095
2685186.3263552985,1248192.6207001326,47.37906047836161,8.566673806358603,0096
2684962.531541867,1248148.918733168,47.37869634956546,8.563702395679185,0097
2685351.9151965547,1248139.4833079623,47.37856116710277,8.568856118563001,0098
2685091.690284416,1248294.355851792,47.379987643465945,8.565440139325437,0099
2684476.387316164,1246754.0125012002,47.36621398302531,8.557002489508276,0100
2684597.989040585,1246033.1163243956,47.359715097767626,8.558475957006783,0101
2684486.0309937247,1245307.8987746928,47.35320729327408,8.556857341101907,0102
2684225.474217012,1246987.5611149606,47.368346486531884,8.55372505,0103
2685177.5826585507,1246796.3827820162,47.36650477891434,8.566292354391772,0104
2685208.3775864234,1248072.7751708874,47.377979818404235,8.566942953,0105
2685429.964937903,1248427.7154436144,47.38114321146785,8.569944534352825,0106
2684405.241,1247147.6217280335,47.36976297,8.556134923,0107
2688641.953271369,1246392.0933938264,47.36241201516798,8.612070454133248,0108
2684515.118381917,1246054.860268657,47.359921280795916,8.557383223802077,0109
2685311.5372189726,1246104.616987459,47.36026615703616,8.567933742664225,0110
2684612.6953209634,1245346.1179882898,47.35353476746063,8.558540823636323,0111
2684699.349004497,1245752.2225180254,47.357175895112015,8.559764387817811,0112
2685546.196529868,1245916.569252394,47.35854456060083,8.571003686310586,0113
2683822.6220635367,1247941.9970192476,47.376981437333804,8.548570941262028,0114
2685097.7337213727,1246629.3630303675,47.36501303,8.565203636,0115
2686397.7790360907,1245700.880271513,47.35649371799156,8.582232920318466,0116
2685123.457354825,1247772.3147945786,47.37528865830305,8.565761461118354,0117
2685240.4058238403,1247871.8146361364,47.37616837367476,8.567328734,0118
