Nr,cmean,cmin,csum,cmax,cp,mewmin,megmin,iemin,mewmax,megmax,iemax,mew,meg,ie,dbusl,dtraml,dtrainl,dplight,dstation,dparkcar,dparktw,dpedcro,dstopsign,dtrafficarea,droad,droad_sl,dvfpath,gvm_dwv,gvm_msp,gvm_asp,r_width,speedlimit,bicyclecount,carcount,z_qnr_1,z_qnr_2,z_qnr_3,z_qnr_4,z_qnr_5,z_qnr_6,z_qnr_7,z_qnr_8,z_qnr_9,z_qnr_10,z_qnr_11,z_qnr_12,z_qnr_13,z_qnr_14,z_qnr_15,z_qnr_16,z_qnr_17,z_qnr_18,z_qnr_19,z_qnr_20,z_qnr_21,z_qnr_22,z_qnr_23,z_qnr_24,z_qnr_25,z_qnr_26,z_qnr_27,z_qnr_28,z_qnr_29,z_qnr_30,z_qnr_31,z_qnr_32,z_qnr_33,z_knr_1,z_knr_2,z_knr_3,z_knr_4,z_knr_5,z_knr_6,z_knr_7,z_knr_8,z_knr_9,z_knr_10,z_knr_11,trafficarea_1,trafficarea_2,r_width_1,r_width_2,r_width_3,r_width_4,r_width_5,r_width_6,speedlimit_1,speedlimit_2,speedlimit_3,speedlimit_4,speedlimit_5,speedlimit_6,acp
99900062407561,-1.0,-1.0,-1.0,-1.0,-1.0,0.0657968929668826,-0.37483945170384464,-0.3468645872419395,0.5109440504552115,0.2583161798017903,-0.03905205839828636,0.2719509894487086,-0.13520702245653723,-0.2688053678746034,-0.6001053753643455,0.11533180225341508,0.21979709351267535,0.12573032751093446,0.047927681691487256,-0.37183314106775334,-0.14837793770873012,-0.036593580274247195,-0.9289905790457118,0.1715753114614998,0.5626172418639502,0.6435920917865274,0.9725970886037878,0.6062691580708252,0.6652764302764265,0.6070082741236467,1.0000000000000002,0.06666025376255247,0.3315799863177333,-0.5222895608219568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
99900062408133,-1.0,-1.0,-1.0,-1.0,-1.0,-0.01948974964665414,-0.3495365741086863,0.14440660167608002,-0.28820222733753076,-0.1336269372491967,0.006450804384957154,-0.20702963436231386,-0.11277083538407356,0.0776738650011618,-0.672242729158292,-0.8907591119702944,-0.12506964277569688,0.02048453222394893,-0.6585009997625555,-0.2197561386256704,-0.4229072230607352,-0.5412205058037798,-0.4491776886891989,-0.08992847598535839,0.4343667248800642,0.523354695651822,0.9422884177058812,0.3198866599637875,0.21049061695129345,0.26964251614000867,1.0000000000000002,0.06666025376255247,0.35692058230516216,0.23735272347442682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
99900062457618,-0.19255975092869101,-1.0,-0.14489505445660705,-0.08809794214912525,1.0,-0.12027449383102981,0.38923629033250196,-0.4881695888835016,-0.1258845931184374,0.5159261531837733,-0.5502815114957282,-0.3302764628337804,0.5397816146197364,-0.5080163312561955,-0.5042116418914431,-0.7171506792379027,-0.5246888707049833,0.29959507694729814,-0.6748352462717364,-0.03414262791914563,-0.03959122291419694,-0.7583246020884477,-0.05252729401747815,-0.67091762559582,0.5043228279069187,0.5894587819007622,0.9614351512202668,0.13940099160159597,0.09734783824717434,0.11220129857840914,1.0000000000000002,0.06666025376255247,0.35692058230516216,0.09922748843254534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
99900062477694,-1.0,-1.0,-1.0,-1.0,-1.0,-0.694247762562191,-0.46303277600749343,-0.07380297258465593,0.05449993566871621,-0.08349118647928128,-0.3775174152830589,-0.45493541112271363,-0.1490300497431627,-0.21005604736826006,-0.7722778355265464,-0.9941213606169829,0.1744329151625798,-0.8010899708678683,-0.4377338738467634,-0.2050712841309219,-0.31700983431937996,0.086593720562126,-0.45106681107590063,0.10232490945047013,0.2856368128826339,0.3791606290870633,-0.3398267752908117,-0.12305039197673984,-0.1664845299195155,-0.20296297083730777,0.3193470482092103,0.06666025376255247,0.35692058230516216,0.005985189859840076,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
99900062493394,-1.0,-1.0,-1.0,-1.0,-1.0,0.5388995425134057,0.009593963011011397,0.07001352770362856,0.4434057116019796,0.40271410344163266,-0.3730913748615074,0.4733856683777966,0.26218027417532547,-0.1014466723245846,-0.5935853569211026,-0.7858657533475559,-0.4449980261992095,0.024628266394629006,0.04135140483545183,-0.36517488171378654,-0.12328982374909767,-0.3290453835043955,-0.3811299304891811,-0.4889715322790118,0.5684151866612163,0.64892578497221,0.9728312228909854,0.20172247678980693,0.22353958869135018,0.24242890735558426,0.6813560737647808,0.06666025376255247,0.35692058230516216,-0.1738746115221796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
99900062530578,-1.0,-1.0,-1.0,-1.0,-1.0,0.40582732266495625,0.15054478320110587,-0.5994042179221258,0.24398478586229522,0.047734562052403104,-0.5797442709970455,0.2804119804388617,0.10153785133842058,-0.44836063980774865,-0.2711887876733456,-0.507113446752589,-0.5286464976023055,0.4397902781520682,-0.38133101574149253,0.14815070039920042,-0.045753861817651335,-0.5350042710490625,-0.5738222805418841,0.7352578154758106,0.8832354364332689,0.9199015964694087,0.9990733418740014,0.5351781955068352,0.5484475483769143,0.6378638588863635,1.0000000000000002,0.06666025376255247,0.35692058230516216,-0.7387947198941819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
99900062565326,0.4909228334547713,-1.0,0.44700686268044343,0.3307748554979697,1.0,0.22905039542369154,0.24796014139777633,-0.2914071371908681,0.3568053843794869,0.40271410344163266,-0.509215809651767,0.1990118018805494,0.2888090166414791,-0.39548219633528886,0.21300899022105102,-0.1387051644521399,0.1185055491657214,0.27972543525939886,0.02869356363797243,-0.47571530059173034,0.023565798933856803,-0.05652270120530728,-0.3627541814224887,-1.0,0.124961655343089,0.2186117550631006,0.8120014596476222,-0.523551547897329,-0.5990115268945597,-0.6075698333992788,-0.1077088918859711,-0.33006830864058145,0.35692058230516216,0.5316078074188536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
99900062566818,0.653443729641173,-1.0,0.5956737096110925,0.5861633368350411,1.0,-0.16805231805494045,0.5256269489106234,-0.12553554598142505,0.0851502767001948,0.5901703788660719,-0.4046429207328872,-0.06441477121967244,0.542609506619141,-0.19943292610746322,-0.7988971695431171,-0.973927915576394,-0.46837349289605257,0.26863179581957275,0.028006177720184322,0.2711941860188272,0.19688015456718708,-0.8205796311979799,-0.13843244756943257,0.054481336519061896,0.11694978120371319,0.21051082227038143,0.8075892254617933,0.4430669026799488,0.4711024954835668,0.4920464011911371,0.3193470482092103,0.06666025376255247,0.35692058230516216,0.10120946180999085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
99900062567253,-0.19255975092869101,-1.0,-0.14489505445660705,-0.08809794214912525,1.0,0.17397510211629447,-0.3495365741086863,-0.40237945480004556,-0.21565111365980252,-0.31774709744139634,-0.22325836387305842,-0.049133298805904536,-0.23458725612688316,-0.2996729931645613,-0.3611714902807198,-0.5553551951813469,-0.11997679878504652,0.1888742196122658,-0.3648325201440773,-0.3900778872876788,-0.3490408051265146,-0.21974295199868885,0.2517170099003977,-1.0,0.29753581766287984,0.39086719381809965,0.9860992832040061,-0.17824893550024973,-0.13283741282709352,-0.18523729063222974,-0.1077088918859711,-1.0,0.35692058230516216,0.3953756825375524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
99900062582121,-0.19255975092869101,-1.0,-0.14489505445660705,-0.08809794214912525,1.0,0.656241133551498,0.17533386684337743,-0.6665623367380393,0.3958029115263997,0.047734562052403104,-0.37086791655035395,0.50050030629834,0.2711092064831212,-0.5672058545987237,-0.6951038097447856,0.15617023502804395,0.03669274948575929,-0.07348631486572446,-0.14860955131807546,-0.3039710491519344,-0.7317380601839603,-0.49375742364445374,-0.34850873415212136,-0.30034976745637465,0.2033910208339328,0.29753942015206913,0.8558118868808333,-0.35849765222978486,-0.3871875480267774,-0.36730983277657586,0.3193470482092103,-0.5375883859834429,0.35692058230516216,0.6717570259203265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
99900062606659,0.4909228334547713,-1.0,0.44700686268044343,0.3307748554979697,1.0,0.5282649143844583,0.1376704895412993,-0.5754326400779068,0.5310562690457384,0.21896315329478294,-0.6295114362189492,0.46989034415540354,0.18879734018580865,-0.5817854928511207,0.5760497113080697,-0.6137709206315487,-0.25555264340499256,0.025550298106242333,0.15955346857012298,0.13918304886876687,0.052796738091886355,-0.41002196981884204,0.043095993805365454,-1.0,0.2456443955219304,0.339624330537163,0.23246577492124554,0.36750015028152777,0.44779048735713545,0.4287263510259439,-0.1077088918859711,-1.0,0.35692058230516216,0.2352666356746313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
99900062630299,-0.19255975092869101,-1.0,-0.14489505445660705,-0.08809794214912525,1.0,-0.14999723106367813,-0.4196795410812587,0.10972049394505733,-0.34359771078266726,0.21896315329478294,0.1458311117726997,-0.2922407663475821,-0.27013645444840395,0.17949503271700007,-0.02022915929310634,-0.005106719418828329,-0.028557832196844296,0.03268003152067528,0.02500942784454438,-0.15196376136798065,-0.16963774742916937,-0.08564437478275648,-0.21282570487304428,-1.0,0.2572990404816746,0.35118463977546877,0.8817008702806632,-1.0,-1.0,-1.0,0.3193470482092103,-0.33006830864058145,0.8673253132582847,-0.6391350128212097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
99900062637541,-0.19255975092869101,-1.0,-0.14489505445660705,-0.08809794214912525,1.0,0.3576517006642427,-0.5067837033923033,-0.2097170418284064,0.3095777776119255,0.21896315329478294,-0.6088538697700162,0.248275697547014,-0.3163250807895326,-0.381853080317319,-0.920430806207548,0.7207425874746944,0.29000637754114983,-0.06112888584358378,-0.13710954146950943,0.3685344975276488,0.44016090480105213,-0.6072883444965118,-0.049003010482742214,-0.016174793026899947,-0.4496482501814709,-0.38643049866845314,0.1275142282230627,0.1717617894754396,0.130632882204264,0.23105455087994692,0.6813560737647808,0.06666025376255247,0.35692058230516216,0.03351130300654498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
99900062718994,-1.0,-1.0,-1.0,-1.0,-1.0,0.19158836192246548,0.10501457208152476,-0.22276297228765862,-0.14875941366450574,-0.38863317334664327,-0.49795505158732767,-0.05507893025671442,-0.16126884192967722,-0.29685338324015526,-0.955045375965121,-0.9007474005801421,-0.012905428707864687,0.14108704476994238,-0.9246802221748991,-0.42187812416903325,-0.16168130410409995,0.27516208204234593,-0.12011651546536276,0.08417887425489123,-0.6825245664937323,-0.6426130947795489,-0.888991287437336,-0.336026641203261,-0.5270068897252783,-0.6075698333992788,0.3193470482092103,-1.0,0.35692058230516216,0.03417445522447643,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
99900062738367,-1.0,-1.0,-1.0,-1.0,-1.0,-0.40758669297336886,-1.0,-0.07532837428485634,-0.2687229517568303,-0.7613318358663634,-0.5257844604128171,-0.5273997163048953,-0.9430325144023097,-0.2643360468043804,-0.8695980183740575,-0.9443045077444734,-0.2413943568116103,-0.08471931757146406,-0.476312114764778,-0.037270391582502144,-0.3290850392536059,-0.5703593410469794,0.04036333962619297,0.26594150032912744,0.5302752586925857,0.6136719405936506,0.9525168777212769,0.22577854256813737,0.21049061695129345,0.18871539612257715,1.0000000000000002,-0.33006830864058145,0.35692058230516216,0.41162729778018464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
99900062743980,-1.0,-1.0,-1.0,-1.0,-1.0,0.5280449612030291,-0.11330189519619546,0.20817250614515756,0.27079733112612314,-0.047600035574688726,0.55496332242116,0.4859859335592773,0.006890632849207587,0.44630742806175083,0.34056212519937124,0.3664402894288966,0.22380866084199463,0.07786816067371863,-0.014121800536310486,-0.24408822077809375,0.09316289573316919,-0.7994153053909806,0.44807301459561855,-1.0,0.5593239297220698,0.6405607607875075,0.913610114445216,-0.2169902729398266,-0.3530490596962637,-0.2629246954851119,-0.1077088918859711,-0.33006830864058145,0.35692058230516216,0.30867361841525554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
99900062841025,0.4909228334547713,-1.0,0.44700686268044343,-0.08809794214912525,1.0,0.13904813435498914,0.10501457208152476,-0.7813102028435435,0.16305720754069553,-0.047600035574688726,-0.8619907948212718,0.11122715671086639,0.04860559143846058,-0.814791955764382,0.21554858833735835,0.8970894632459555,-0.6057631289385759,0.1157995084672025,-0.481791634001563,0.11043541746142277,-0.17125027863204745,0.06426069018195676,0.29015108755036506,-1.0,-0.01222413328158678,0.07820485230905244,0.7164012188465418,-0.581493209922847,-0.5990115268945597,-0.537205586184565,-0.35855816144480046,-1.0,0.35692058230516216,0.394264770935847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
99900062890088,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5958937794557128,-1.0,-0.4794883514190784,-0.017635384390795105,-0.38863317334664327,-0.33221921519775527,-0.43621578332182226,-0.7235965045325267,-0.43161240616884766,-0.043971981444962005,0.23729797641070155,-0.038517466460938704,0.18685435369687814,-0.017561998104058313,-0.6208185717626826,-0.25608148403824865,-0.17569644714021762,-0.10553452407200131,-1.0,0.32317349291926234,0.41598492793121244,0.6029798282538088,-0.3153988632787506,-0.3530490596962637,-0.22171668320277677,0.6813560737647808,-0.33006830864058145,0.290599242728349,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
99900062910365,-1.0,-1.0,-1.0,-1.0,-1.0,0.5018077316201048,0.17533386684337743,0.5600598874748077,0.39430504852576276,-0.13809682173262017,0.6556260880181559,0.4629503137522083,-0.005423707944009391,0.5874964297049103,-0.9478623607167471,0.20571983266434635,0.12785876405428198,0.3241344099910869,-0.030543028137696784,0.1360986794625229,0.45341326643190194,-0.2417122730328002,0.06195251450215916,-0.1196774616958785,-0.7297885424875434,-0.6952073312491103,-0.31502379883451626,-0.027356466569349577,0.07962541616189701,-0.06948363810436556,0.3193470482092103,0.06666025376255247,0.1050862459574298,0.006151154618982829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
99900062910650,-0.19255975092869101,-1.0,-0.14489505445660705,-0.08809794214912525,1.0,-0.6903878220405797,0.07906747450315948,0.2907241130187027,-0.6331468424047643,0.20489650355769268,-0.17311237110959016,-0.7304152992608798,0.2588852887172547,0.11150984600854365,-0.39257208153716616,-0.548430722787904,-0.8924498492994469,0.27755764775609626,-0.4541484256972236,-0.6155490439558283,-0.297579458669759,-0.09900205132229234,-0.04167996166805621,0.5187411770691898,0.8322994508419932,0.8792301264743622,0.9976911796029018,0.3039168741986901,0.41489976569981746,0.3814425977577782,0.3193470482092103,0.06666025376255247,0.35692058230516216,-0.08610836104016728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
99900062975535,-0.19255975092869101,-1.0,-0.14489505445660705,-0.08809794214912525,1.0,0.09831014873647075,-0.2135312152448255,0.5981834450858698,-0.04778978787476184,-0.38863317334664327,0.6083974373349637,0.03841555084497812,-0.23290552545058515,0.6031161506329212,0.13876907108967768,-0.17271869609758356,-0.2679594605208194,0.09274556600652213,-0.050774917359419885,-0.7520426220962276,-0.45415024758969413,-0.3117942248346617,-0.4026122208450617,-1.0,-0.24830828241347863,-0.16965627878892023,0.4843490766466023,-0.2169902729398266,-0.2038743773807858,-0.2857866364065185,0.3193470482092103,-0.33006830864058145,-0.17675011105834842,0.5455516633608208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
99900063018611,0.2366810289973047,-1.0,0.22743182793331906,0.3307748554979697,1.0,0.12308783143496965,0.8341400986302474,-0.28469182229607687,0.0966206686658489,0.400166520134749,-0.44734287430527486,-0.025617190359926316,0.7628885838055722,-0.30821979221791673,-0.40676335606892994,0.3074318976348713,0.6865206563423368,-0.26511099275350614,-0.4606516551595463,0.20335724586339787,0.49521751362798705,-0.003700904191482446,-0.6785366002938356,0.5186313429847772,-0.28142790787137834,-0.20501345889740763,0.09532861239900636,0.3103735162248332,0.3703966545085345,0.3559186449693478,-0.6482500017185739,-1.0,0.35692058230516216,0.14491618810901113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
99900063037843,-0.19255975092869101,-1.0,-0.14489505445660705,-0.08809794214912525,1.0,0.2794110473424582,-0.37483945170384464,0.6260486932427395,0.4927849725533894,0.2847504779106888,0.5256428345119991,0.4192963053759489,0.12734018351338075,0.5735727164565747,-0.04049758568968348,-0.04496135235859476,0.6032450078524872,0.3006502457420597,-0.03962109207866858,-0.5035865216176363,0.15932095763402138,0.1403029221923563,-0.17840242550527982,-1.0,0.5941651730695382,0.6724905504525432,0.9776258346151168,-0.23114607990539254,-0.2038743773807858,-0.12250972742849496,-0.1077088918859711,-0.33006830864058145,0.35692058230516216,0.14491618810901113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
99900063043630,-0.19255975092869101,-1.0,-0.14489505445660705,-0.08809794214912525,1.0,0.6778185337051997,0.009593963011011397,-0.18557045059021254,0.27485567420988904,-0.05187562979447059,-0.5793941881149183,0.4723818884444724,0.15134843842228532,-0.37124075791151334,-0.6337986893109337,0.5308739940599796,0.4858361034540917,0.3119233184023829,-0.3986685362757423,-0.14322536301088024,0.4397630369513436,-0.056923843893746426,0.5962737992660321,-1.0,0.5207898263707721,0.604839713617175,0.9648445115941251,0.2522093246526057,0.15394819080286581,0.162490317787112,-0.1077088918859711,-0.33006830864058145,0.35692058230516216,0.223817517807829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
99900063141219,-1.0,-1.0,-1.0,-1.0,-1.0,0.39002175579971726,-0.5434038174307452,-0.3354780516191945,0.11806881522667995,-0.4583766960891281,-0.20711557988756252,0.26559236435820144,-0.5438847335084358,-0.19398161129300068,-0.7391222982552023,-0.9060651703498999,-0.32806130578914605,-0.052416738629415704,-0.2850424221664832,-0.08355062036448652,-0.24697830957237946,-0.029541709086179674,-0.18207780615782462,-1.0,0.10812802330203114,0.2015443595628642,0.7468650355299917,-1.0,-1.0,-1.0,1.0000000000000002,-0.33006830864058145,0.35692058230516216,0.07642312017366906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
99900063154701,0.2366810289973047,-1.0,0.22743182793331906,-0.08809794214912525,1.0,0.4148384171491411,-0.06869696332519065,-0.09723407498636463,0.40160579808741687,0.11839525345833297,0.27448414977715774,0.31547385273201584,0.20468409226996898,-0.015405035807145612,-0.8829829341896109,0.21526364178060753,0.46379335691741397,0.29972579682518996,-0.3076092348952494,-0.5786918967856614,-0.11533849300335329,-0.12999626881631632,0.24210489021695963,-0.1632945218598935,0.23206345580729726,0.3261474120651465,0.8499107100917118,-0.005366402181329298,0.21049061695129345,0.017725188525741994,0.3193470482092103,0.06666025376255247,0.06965229992997449,-0.008120639296994886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
99900063154789,-1.0,-1.0,-1.0,-1.0,-1.0,-0.014110828029362643,-0.5067837033923033,-0.22087121728460446,-0.2839458819681525,0.4123254324819908,0.015358513685327424,-0.1956241096631666,-0.044854947062231754,-0.21780714960915154,-0.5744687283102714,-0.7690571578255867,-0.02604156001705256,-0.012308093887345661,-0.13445553065743826,-0.4948905446468903,-0.04047161705506453,-0.675413063660071,-0.13056436737348348,-0.09090758452931924,-0.6271218884214451,-0.5812465054041391,0.9710139909433406,0.42838445774414774,0.4556826020391791,0.44714372000802877,-0.1077088918859711,-1.0,0.35692058230516216,0.37910723519140116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
99900063203849,-1.0,-1.0,-1.0,-1.0,-1.0,-0.3414881719840069,-1.0,0.16761374588697442,-0.6368805367726319,-1.0,-0.3545444698717979,-0.6161062485122746,-1.0,-0.030111669702267335,0.5348771219868269,-0.2567885432516739,-0.1266748545824703,0.26391475748710413,0.017484842971975362,0.08921388283661963,-0.025717170065094705,-0.7661020394033233,-0.3402205850806365,0.44205170760438817,0.3168076422427081,0.40974954136257635,0.898128014149365,0.2334997889013484,0.1970381437047225,0.28007817698879794,0.6813560737647808,0.06666025376255247,0.35692058230516216,0.17088928314323465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
99900063265054,-0.19255975092869101,-1.0,-0.14489505445660705,-0.08809794214912525,1.0,0.23288494566204254,-0.3495365741086863,-0.4776548308441231,0.1372560008691681,-0.06666519047517855,-0.7956833974725647,0.12804807981761815,-0.174560056820099,-0.6370369942015343,0.0862593939697297,0.1756190799481825,0.09246356700755975,0.2861716520559513,0.01805199327707055,-0.5033278602732161,-1.0,0.027219836395474567,0.18188817015401426,-1.0,0.32016878602812326,0.4130376084199363,0.9028908986334636,-0.24604675137718154,-0.322534376692373,-0.2629246954851119,-0.1077088918859711,-0.33006830864058145,0.4607216341653928,0.9424496359184419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
99900063316267,0.2366810289973047,-1.0,0.22743182793331906,-0.08809794214912525,1.0,-0.33294980431811844,-0.3624536388161458,0.2725614427770807,-0.24559174358998034,-0.06666519047517855,-0.16163647130766837,-0.22355023299753907,0.011834875580950081,0.08193812923149411,0.6796520994788731,-0.8948277259001045,-0.592336032322738,0.07182224084284566,-0.5587887122340127,0.1044614420756469,-0.178893984457423,-0.36116926588115694,0.5191559684161521,0.6208233795677973,0.555428181135943,0.6369640254064822,0.25105993718153663,0.7406526815324544,0.743639612992285,0.7422702272155913,-0.35855816144480046,-1.0,0.35692058230516216,0.1636387740825773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
99900063327402,-1.0,-1.0,-1.0,-1.0,-1.0,0.3425459793603902,0.15054478320110587,-0.25669249701537666,0.20823902329251084,0.3231509906301478,0.270131884476722,0.28493321060691207,0.3064766416661118,0.0016781030094154686,-0.733439102551086,-0.9524895028857345,0.09832912975982377,-0.13070034777225462,-0.12826758605978444,-0.25457953610043305,-0.18984969063036725,-0.47495526711757546,-0.02287493634237563,-0.2677919023212016,0.4835159629617053,0.5699200354903252,0.8975415011313479,0.3039168741986901,0.1970381437047225,0.2748907654529767,1.0000000000000002,0.06666025376255247,0.35692058230516216,-0.04239460501522824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
